paper_figure,paper_workload,repo_usecase,rdt_kind,transport,commit,replicas,operations,write_percentage,response_time_avg_us,throughput_min_ops_per_us,response_node1_us,response_node2_us,response_node3_us,response_node4_us,throughput_node1_ops_per_us,throughput_node2_ops_per_us,throughput_node3_ops_per_us,throughput_node4_ops_per_us,issued_operations_total,state_digest,measurement_runs,status
10,Project,project,WRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,20,4.424041333,0.235109000,11.903800000,0.864702000,0.503622000,,0.235827000,0.235828000,0.235109000,,4000000,12593494164879057632,split,valid
10,Project,project,WRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,25,5.517543333,0.195480000,14.325600000,1.115610000,1.111420000,,0.195957000,0.195957000,0.195480000,,4000000,9448716207856148012,split,valid
10,Project,project,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,0,0.065687975,46.691900000,0.062853800,0.074071800,0.062796700,0.063029600,46.877400000,46.977600000,46.691900000,47.069300000,4000000,17102691784853259046,split,valid
10,Project,project,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,15,3.840606500,0.312732000,12.689900000,0.870407000,0.915550000,0.886569000,0.313953000,0.313957000,0.313950000,0.312732000,4000000,5110591718096886085,split,valid
10,Project,project,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,20,5.413367500,0.216283000,18.129600000,1.094270000,1.213000000,1.216600000,0.216897000,0.216283000,0.216899000,0.216897000,4000000,16372036313779774204,split,valid
10,Project,project,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,25,6.374557500,0.185794000,21.099000000,1.408770000,1.491910000,1.498550000,0.186243000,0.185794000,0.186242000,0.186243000,4000000,14548836572318230616,split,valid
10,Auction,rubis,WRDT,RoCEv2-SoftRoCE,0952264,3,4000000,0,0.065379900,34.726100000,0.063006100,0.070044500,0.063089100,,34.726100000,35.519600000,35.455300000,,4000000,18282393915216984294,split,valid
10,Auction,rubis,WRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,15,3.843199333,0.246557000,11.395100000,0.068443500,0.066054500,,0.247318000,0.247316000,0.246557000,,4000000,9223161687003320471,split,valid
10,Auction,rubis,WRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,20,5.252111733,0.188734000,15.624200000,0.066062200,0.066073000,,0.188739000,0.188738000,0.188734000,,4000000,17148987034487645566,split,valid
10,Auction,rubis,WRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,25,6.839671233,0.147569000,20.386300000,0.066661900,0.066051800,,0.147841000,0.147841000,0.147569000,,4000000,12130835134424492766,split,valid
10,Auction,rubis,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,0,0.066443250,34.077100000,0.063968500,0.074758000,0.064035900,0.063010600,47.256700000,34.077100000,47.526800000,47.117600000,4000000,18282393915216984294,split,valid
10,Auction,rubis,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,15,4.283734100,0.260881000,16.943100000,0.062962500,0.062985500,0.065888400,0.261164000,0.261164000,0.260881000,0.261159000,4000000,7841357718644091417,split,valid
10,Auction,rubis,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,20,5.407292750,0.169927000,21.425600000,0.064622600,0.064689000,0.074259400,0.170039000,0.170039000,0.170039000,0.169927000,4000000,11570452641841997763,split,valid
10,Auction,rubis,WRDT,RoCEv2-SoftRoCE,0952264,4,4000000,25,6.550842875,0.152095000,26.012600000,0.063830800,0.063154400,0.063786300,0.152346000,0.152095000,0.152345000,0.152346000,4000000,14438702055076545852,split,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,0952264,3,4000000,0,0.184187333,14.837000000,0.174630000,0.202177000,0.175755000,,17.177300000,14.837000000,17.067500000,,4000000,0,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,0952264,3,4000000,5,0.656716000,3.818960000,0.671657000,0.513056000,0.785435000,,3.818960000,3.819390000,3.819420000,,4000000,8462091814252176102,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,15,2.069046667,1.424960000,2.105210000,2.041580000,2.060350000,,1.424960000,1.425060000,1.424980000,,4000000,17546929320948992878,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,20,2.619050000,1.115580000,2.505790000,2.662440000,2.688920000,,1.115580000,1.115600000,1.115640000,,4000000,17463862616034857758,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,1617b35,3,4000000,25,3.402300000,0.866023000,3.459780000,3.283110000,3.464010000,,0.866023000,0.866039000,0.866026000,,4000000,16091793836105794367,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,0952264,3,4000000,50,5.421683333,0.473741000,6.332520000,3.664850000,6.267680000,,0.473743000,0.473745000,0.473741000,,4000000,18121035831349038588,combined,valid
11,YCSB,kvstore,CRDT,RoCEv2-SoftRoCE,0952264,4,4000000,0,0.173710500,18.580600000,0.163254000,0.162411000,0.153919000,0.215258000,24.498200000,24.625700000,25.983100000,18.580600000,4000000,0,combined,valid
