paper_figure,paper_workload,repo_usecase,rdt_kind,transport,commit,replicas,operations,write_percentage,response_time_avg_us,throughput_min_ops_per_us,response_node1_us,response_node2_us,response_node3_us,response_node4_us,throughput_node1_ops_per_us,throughput_node2_ops_per_us,throughput_node3_ops_per_us,throughput_node4_ops_per_us,issued_operations_total,state_digest,measurement_runs,status
10,Courseware,courseware,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,15,0.313325250,5.304740000,0.806738000,0.151748000,0.156621000,0.138194000,5.304740000,5.306680000,5.306550000,5.306830000,4000000,5147764589113400269,split,valid
10,Courseware,courseware,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,20,0.392400500,4.021970000,1.047740000,0.163323000,0.176355000,0.182184000,4.021970000,4.022550000,4.022580000,4.023370000,4000000,10742772742682883101,split,valid
10,Courseware,courseware,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,25,0.459177250,3.279130000,1.254080000,0.209935000,0.186582000,0.186112000,3.279130000,3.279370000,3.279290000,3.280240000,4000000,2159123977738474734,split,valid
10,Movie,movie,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,0,0.067788767,24.918200000,0.068752400,0.063116500,0.071497400,,29.245100000,35.089900000,24.918200000,,4000000,0,split,valid
10,Movie,movie,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,15,0.238468467,8.744410000,0.317473000,0.334692000,0.063240400,,8.744410000,8.748370000,8.866960000,,4000000,4123914493911949435,split,valid
10,Movie,movie,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,20,0.290590067,7.187470000,0.399385000,0.408149000,0.064236200,,7.187470000,7.190730000,7.188030000,,4000000,1695329620729630415,split,valid
10,Movie,movie,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,25,0.337716733,5.450330000,0.472845000,0.467942000,0.072363200,,5.450330000,5.451890000,5.450730000,,4000000,14790085934426686932,split,valid
10,Movie,movie,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,0,0.067871550,31.819800000,0.062963300,0.067027700,0.078202800,0.063292400,37.744400000,46.813200000,46.848300000,31.819800000,4000000,0,split,valid
10,Movie,movie,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,15,0.260011025,7.828080000,0.485053000,0.414732000,0.076946300,0.063312800,7.828830000,7.828190000,7.834760000,7.828080000,4000000,5864040396461586289,split,valid
10,Movie,movie,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,20,0.332154000,6.581050000,0.586286000,0.585474000,0.075364700,0.081491300,6.581380000,6.581050000,6.581680000,6.584340000,4000000,12746050015405391345,split,valid
10,Movie,movie,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,4,4000000,25,0.396442625,5.206310000,0.727144000,0.723604000,0.063633200,0.071389300,5.206310000,5.207770000,5.214670000,5.207180000,4000000,321653976019982748,split,valid
10,Project,project,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,0,0.063209900,24.442900000,0.063806900,0.062878500,0.062944300,,31.150000000,24.442900000,35.561900000,,4000000,17102691784853259046,split,valid
10,Project,project,WRDT,RoCEv2-Hardware-mlx5_0,736bbd6,3,4000000,15,0.269287667,5.749840000,0.538095000,0.141111000,0.128657000,,5.749840000,5.750230000,5.750810000,,4000000,18007052712975661688,split,valid
