paper_figure,paper_workload,repo_usecase,rdt_kind,transport,commit,slurm_job_id,fixed_node_set,registry_node,replica_nodes,replicas,operations,write_percentage,failure_scenario,failed_node,failure_injection,surviving_replicas,response_time_avg_us,throughput_min_ops_per_us,throughput_min_ops_per_s,response_node1_us,response_node2_us,response_node3_us,response_node4_us,response_node5_us,response_node6_us,response_node7_us,response_node8_us,throughput_node1_ops_per_us,throughput_node2_ops_per_us,throughput_node3_ops_per_us,throughput_node4_ops_per_us,throughput_node5_ops_per_us,throughput_node6_ops_per_us,throughput_node7_ops_per_us,throughput_node8_ops_per_us,issued_operations_total,workload_digest,state_digest,measurement_runs,status
10,Movie,movie,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105,7,4000000,15,none,0,,7,0.641796214,2.863330000,2863330.000,2.536590000,1.356980000,0.248413000,0.092758800,0.044733000,0.117462000,0.095636700,,2.886260000,2.890200000,2.863330000,2.865610000,2.947720000,2.867440000,2.879820000,,4000000,a654d47caef373b864029dea0b88e1bec56a1e533d40ec7b0b31a9686bf94006,14540640433908741948,split,valid
10,Movie,movie,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105,7,4000000,20,none,0,,7,0.788648814,1.463120000,1463120.000,3.258480000,1.704060000,0.094079400,0.055367700,0.064728600,0.184367000,0.159459000,,1.467390000,1.468430000,1.468970000,1.464680000,1.466820000,1.463120000,1.471070000,,4000000,5a113a47c236ba557abdd6934154e8c8da9a64c7114f219fba78f343be366691,6755231633827709696,split,valid
10,Movie,movie,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105,7,4000000,25,none,0,,7,1.411621014,1.586060000,1586060.000,5.794600000,3.505560000,0.248315000,0.077169100,0.083142800,0.087392800,0.085167400,,1.587320000,1.597040000,1.586060000,1.606440000,1.591100000,1.589840000,1.588570000,,4000000,4a666275d6deed22d0427807084e1503c329d438d798906aebe42c6c10cf55c8,4632915053295023251,split,valid
10,Movie,movie,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,8,4000000,0,none,0,,8,0.095326625,39.499200000,39499200.000,0.180892000,0.044826300,0.187630000,0.075949900,0.066824600,0.049198700,0.090362900,0.066928600,56.609900000,39.499200000,51.401300000,62.802200000,72.060400000,83.683800000,63.989800000,68.365600000,4000000,529f8471cf5803fe3fef92850ad5cc21f479e1dea79867cf07bf079ffec99935,0,split,valid
10,Movie,movie,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,8,4000000,15,none,0,,8,0.959151225,1.702860000,1702860.000,3.172670000,4.035400000,0.055553100,0.054631500,0.067039400,0.137076000,0.084122400,0.066717400,1.725150000,1.719710000,1.718960000,1.702860000,1.708690000,1.759800000,1.718970000,1.713800000,4000000,9c5b18cee6526ac7343ff0b177755410736945d89687dbfe4efdd095cddce20e,8971706499535532910,split,valid
10,Movie,movie,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,8,4000000,20,none,0,,8,0.976307750,1.164490000,1164490.000,4.121170000,3.055530000,0.099298300,0.163445000,0.089200100,0.093068100,0.099142200,0.089608300,1.172000000,1.178470000,1.165190000,1.167210000,1.171310000,1.171310000,1.170620000,1.164490000,4000000,2c9a5ce979d9c7556ff241d52307cfc80130a44b7cc068b9ff98ccd349eb1044,16646018421573311235,split,valid
10,Movie,movie,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,8,4000000,25,none,0,,8,1.624793075,1.040840000,1040840.000,7.859410000,4.473530000,0.112344000,0.200806000,0.144265000,0.075927600,0.054869600,0.077192400,1.057610000,1.040840000,1.054570000,1.050990000,1.055400000,1.070100000,1.051550000,1.054880000,4000000,cfc0491beff781cfdef677b99f2cd21690301b93b513b1aefc4561b60bb5d4ae,202768978705128441,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067,3,4000000,0,none,0,,3,0.052182667,35.998700000,35998700.000,0.049140800,0.051814500,0.055592700,,,,,,40.229700000,37.635400000,35.998700000,,,,,,4000000,cd79ffe29a310f435c27d1a66494790e5c7d13b49ea3485b2108bda120534e36,17102691784853259046,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067,3,4000000,15,none,0,,3,0.240481333,6.320840000,6320840.000,0.478387000,0.130021000,0.113036000,,,,,,6.322030000,6.320840000,6.326710000,,,,,,4000000,57f6a91c2874c4da3d470780f5d0629057dc37eb9863d5f3a55d1b9bcd33e830,10044825709723270251,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067,3,4000000,20,none,0,,3,0.304062667,4.715890000,4715890.000,0.637115000,0.143270000,0.131803000,,,,,,4.716260000,4.715890000,4.718060000,,,,,,4000000,169153635df208a83340bfddb64c85d8d4fc10011561ba7fa872c0cbe161f2fb,4673960270467538591,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067,3,4000000,25,none,0,,3,0.350511667,4.061680000,4061680.000,0.774089000,0.125745000,0.151701000,,,,,,4.061680000,4.061860000,4.063480000,,,,,,4000000,e87c03d43a743a049ca64def5a6830f80509ba9a4835b2bf437774b69b73c31f,8177130097958029238,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088,4,4000000,0,none,0,,4,0.052907525,47.104300000,47104300.000,0.048903900,0.052022700,0.055443300,0.055260200,,,,,47.104300000,57.856100000,47.167000000,47.290300000,,,,,4000000,d4b7c48204232c28ca299fc1c7e288db5292ebe47e4d7d0da7f55510bf718652,17102691784853259046,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088,4,4000000,15,none,0,,4,0.291400000,5.408250000,5408250.000,0.791483000,0.132115000,0.127942000,0.114060000,,,,,5.409350000,5.410760000,5.408250000,5.408660000,,,,,4000000,68e08a8ae25a329ea18ac934b1a5e0ff6070035d1b056faf4af2ef22b4f388d2,9622532979418333132,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088,4,4000000,20,none,0,,4,0.351108750,4.142540000,4142540.000,1.008300000,0.111296000,0.152237000,0.132602000,,,,,4.143240000,4.143770000,4.142930000,4.142540000,,,,,4000000,a9aca80205cca687f6e0547303402b5c7e4f29d0a31b4c1bbadfb6b7bed6c91e,15099369258473713545,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088,4,4000000,25,none,0,,4,0.434097750,3.231770000,3231770.000,1.242060000,0.143146000,0.202579000,0.148606000,,,,,3.231890000,3.231770000,3.232970000,3.232070000,,,,,4000000,4c8f8203947fb5031df3e625ffb78770d3e11fcd0eab52ba1f46729acbfadd6b,7369665373476675321,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090,5,4000000,0,none,0,,5,0.050729960,59.075500000,59075500.000,0.049667600,0.044822400,0.055536700,0.054965200,0.048657900,,,,66.798000000,63.440700000,59.075500000,59.495500000,69.640300000,,,,4000000,33257f941bfedebcc60d6eb9ed57b4ebbe14edcc4c0d9bba465db718197b0156,17102691784853259046,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090,5,4000000,15,none,0,,5,0.336869600,4.648230000,4648230.000,1.127730000,0.158513000,0.138903000,0.138877000,0.120325000,,,,4.648780000,4.648580000,4.648600000,4.648230000,4.653060000,,,,4000000,4667d1d25fec5df94a08e409d58039353945bf0cc4997f95adbd699bafa4e5c5,11975638024586517799,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090,5,4000000,20,none,0,,5,0.421879400,3.433150000,3433150.000,1.488780000,0.119170000,0.198828000,0.155662000,0.146957000,,,,3.433320000,3.433610000,3.433150000,3.433290000,3.433240000,,,,4000000,a8c442240b195fe491b65b358435125a575a786a989b107b6ed398f116c36b23,9662947334207348473,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090,5,4000000,25,none,0,,5,0.533848400,2.790210000,2790210.000,1.948210000,0.174459000,0.206150000,0.167980000,0.172443000,,,,2.790540000,2.790410000,2.790210000,2.790370000,2.790530000,,,,4000000,bf2cbe5e0138e214209208f51b5a6da521fe5b319e120931dd5f7e0b1993affc,1353315474532970615,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093,6,4000000,0,none,0,,6,0.054182083,70.866700000,70866700.000,0.048635500,0.044693500,0.056034700,0.055131600,0.071554200,0.049043000,,,79.985600000,74.802700000,71.664000000,70.866700000,86.969800000,78.777400000,,,4000000,54ad6aa14246c85bc20c918cf2579fc5fb672d9b5235ade05f9cfb3079872570,17102691784853259046,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093,6,4000000,15,none,0,,6,0.384662333,4.013570000,4013570.000,1.545350000,0.189229000,0.164369000,0.140474000,0.139009000,0.129543000,,,4.014690000,4.013570000,4.014720000,4.013690000,4.014630000,4.014640000,,,4000000,1a77b6b37bbb27dbda7b6d4a579459fe6cf31c166c4faf7a2c9a21731d12b848,16646804322183751906,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093,6,4000000,20,none,0,,6,0.514617167,2.953410000,2953410.000,2.185050000,0.218245000,0.194748000,0.167311000,0.166817000,0.155532000,,,2.953740000,2.953680000,2.953660000,2.953760000,2.953410000,2.953570000,,,4000000,4f9d52f37a7b6b84dcd827469c84f6eae25649c83e0b3511437f4952040a40cc,13599399092162080093,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093,6,4000000,25,none,0,,6,0.573408667,2.379400000,2379400.000,2.288480000,0.229583000,0.317165000,0.248341000,0.186337000,0.170546000,,,2.379620000,2.379490000,2.379480000,2.379400000,2.379430000,2.379540000,,,4000000,e051bce4b15b1c886f6956393bbf7c501d044b24d26b9d2bbba0ffbc8264e56e,7629660020633139102,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105,7,4000000,0,none,0,,7,0.050787443,47.553900000,47553900.000,0.048586400,0.044564800,0.055413700,0.055125500,0.044171200,0.049848500,0.057802000,,93.733900000,101.333000000,82.289300000,47.553900000,101.271000000,93.359800000,63.938600000,,4000000,00470d5df440df51f501677bb9a85d7b247a0589e25a4c5942196731627a84d0,17102691784853259046,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105,7,4000000,15,none,0,,7,0.437707143,3.432520000,3432520.000,2.135480000,0.123260000,0.178626000,0.156572000,0.155677000,0.140655000,0.173680000,,3.433000000,3.432830000,3.432890000,3.432520000,3.432570000,3.436770000,3.432600000,,4000000,8da295a39da72434afced0aaf229d562995af2661f4a261538e91c3c481a231a,8076025776821335823,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105,7,4000000,20,none,0,,7,0.547591143,2.586270000,2586270.000,2.702480000,0.155801000,0.233594000,0.180672000,0.191954000,0.174757000,0.193880000,,2.586530000,2.586270000,2.586640000,2.586430000,2.586500000,2.588060000,2.586380000,,4000000,d9c8f21e18ce822ae4f6d279a30b4999c5a7595f7800f557e2a1b313e0a46682,6277712167866590434,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105,7,4000000,25,none,0,,7,0.606661143,2.104280000,2104280.000,2.716850000,0.332095000,0.294757000,0.224360000,0.229907000,0.207292000,0.241367000,,2.104430000,2.104280000,2.104440000,2.205790000,2.104450000,2.104500000,2.104390000,,4000000,5f56ee982cd0d9ca9fa7c5355f24a7f9786598ff3528aede155a787aba7bac66,7629660020633139102,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,8,4000000,0,none,0,,8,0.050356863,91.168100000,91168100.000,0.049271800,0.045087800,0.055406800,0.055514900,0.044703500,0.049785000,0.057757400,0.045327700,107.489000000,119.129000000,96.859300000,94.964500000,116.935000000,104.521000000,91.168100000,116.792000000,4000000,529f8471cf5803fe3fef92850ad5cc21f479e1dea79867cf07bf079ffec99935,17102691784853259046,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,8,4000000,15,none,0,,8,0.499132625,2.909480000,2909480.000,2.714920000,0.206637000,0.201747000,0.162965000,0.225731000,0.157482000,0.184174000,0.139405000,2.909730000,2.909610000,2.909810000,3.133520000,2.909840000,2.909480000,2.909520000,2.909620000,4000000,023bedb13d43d1fd8f3cf0146b1c9574eeadf7f82ff18325305076dc8e41ebd1,12690027715005364180,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,8,4000000,20,none,0,,8,0.586430500,2.311990000,2311990.000,3.141630000,0.242781000,0.284185000,0.218659000,0.216883000,0.191413000,0.221603000,0.174290000,2.312170000,2.311990000,2.347050000,2.346540000,2.312140000,2.312170000,2.312080000,2.312190000,4000000,ece0436e48fca62944ef43cb06aeed95c440018d2ea8096035d0d582b51526eb,6277712167866590434,split,valid
10,Project,project,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,8,4000000,25,none,0,,8,0.604909000,1.864100000,1864100.000,2.999410000,0.198668000,0.311765000,0.246254000,0.281532000,0.234117000,0.350104000,0.217422000,1.864160000,1.864180000,1.864130000,1.953570000,1.864140000,1.864270000,1.864100000,1.864300000,4000000,1b9815c1e73159b3a980fe0975dc07f4d3990a0e494941bcdaaf87efbbb35205,7629660020633139102,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067,3,4000000,0,none,0,,3,0.062223733,34.053600000,34053600.000,0.072602200,0.058254100,0.055814900,,,,,,39.846600000,34.053600000,36.684500000,,,,,,4000000,9b9516fa1460262237d213fd1944b701e2e07f9e617990dfea98da500a0a3aa6,18282393915216984294,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067,3,4000000,15,none,0,,3,0.208671867,6.042060000,6042060.000,0.493694000,0.076292100,0.056029500,,,,,,6.042120000,6.045940000,6.042060000,,,,,,4000000,ad5fdf612fc1fe2b9746b2861aa5bf72099250cc738fde3bcdce2c9fb7361286,8192931554730171333,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067,3,4000000,20,none,0,,3,0.255903767,4.515250000,4515250.000,0.654182000,0.057328300,0.056201000,,,,,,4.515250000,4.517010000,4.515780000,,,,,,4000000,5a81e0adb3c47c453c1fe3eaf7606cb0cf345cd08decf4f6b7a29e26dc5ed01e,14222185101692553684,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067,3,4000000,25,none,0,,3,0.305639800,3.742630000,3742630.000,0.801516000,0.058723800,0.056679600,,,,,,3.743640000,3.742630000,3.742810000,,,,,,4000000,7812c182f5c954fef2fe4ef5b5bd956fb7f8baa3ecfdb789998050d305464e79,3112370331139277183,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088,4,4000000,0,none,0,,4,0.053434525,45.178900000,45178900.000,0.049209600,0.053774400,0.055596700,0.055157400,,,,,53.234000000,45.178900000,47.293100000,47.450700000,,,,,4000000,df2a167daa899163dcbbb5caa7bb6a8aa02f3da5ab40fade4b3749d0898294dd,18282393915216984294,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088,4,4000000,15,none,0,,4,0.263954025,4.879710000,4879710.000,0.854460000,0.085042500,0.062073600,0.054240000,,,,,4.880820000,4.879850000,4.879710000,4.879940000,,,,,4000000,8fd5f6b64ec147ebd938d6adda2b5a28739b4ab0255eaad7aa537533b853ca5c,16316409805861028699,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088,4,4000000,20,none,0,,4,0.316447800,3.682590000,3682590.000,1.095080000,0.058255000,0.057066300,0.055389900,,,,,3.682770000,3.682590000,3.683860000,3.682740000,,,,,4000000,d0c8774c97424326060e09c3b6074e19c170dfb0f3ea98abbfcb4f4eacb7aa61,8758497637646361962,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088,4,4000000,25,none,0,,4,0.380198675,3.006270000,3006270.000,1.350750000,0.058593000,0.055954300,0.055497400,,,,,3.006610000,3.108370000,3.006270000,3.006580000,,,,,4000000,3c533d05ac8aa04fca1df4e0acef1905ff9b9dc52ac4262c841405e53659eeca,7040698101298422853,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090,5,4000000,0,none,0,,5,0.053048940,60.102500000,60102500.000,0.049151100,0.058343100,0.056190400,0.055560700,0.045999400,,,,67.912900000,60.583100000,60.102500000,60.491500000,72.197000000,,,,4000000,00b16ea308756935f5126db72242dc0c3d9c2a713c3d0611894f877521945e90,18282393915216984294,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090,5,4000000,15,none,0,,5,0.291494000,4.076450000,4076450.000,1.241950000,0.058173000,0.056758100,0.055682200,0.044906700,,,,4.076560000,4.162490000,4.076450000,4.078860000,4.076540000,,,,4000000,1d0c198eab78ab22379fe27979a0e6049f6fa87c8fc3d3a07a6dec889617200a,3609553395125817310,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090,5,4000000,20,none,0,,5,0.393447440,3.099970000,3099970.000,1.752940000,0.058395200,0.056162000,0.055159000,0.044581000,,,,3.100130000,3.099970000,3.101390000,3.100090000,3.100020000,,,,4000000,b57ba0ef5a58f6e14981c13dc7565cac39895f1725f6868034f3758590de16d5,6757707095262870408,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090,5,4000000,25,none,0,,5,0.369181820,2.459720000,2459720.000,1.631560000,0.058392700,0.055918200,0.055250700,0.044787500,,,,2.459950000,2.459730000,2.459860000,2.459840000,2.459720000,,,,4000000,94cdfea116cc030ba75b328a3ae12342c7168aedb8803854c42282f45624b618,7040698101298422853,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093,6,4000000,0,none,0,,6,0.051196333,69.624500000,69624500.000,0.048844000,0.053690700,0.055925500,0.055148900,0.044863200,0.048705700,,,81.539500000,73.064700000,69.624500000,72.551800000,88.505400000,81.187000000,,,4000000,2f33e9b5beffb9d1f319d55520c46c9588695c1a854cba1a6efed1a37c50dac4,18282393915216984294,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093,6,4000000,15,none,0,,6,0.387832300,3.105990000,3105990.000,2.062690000,0.058632500,0.055926900,0.055487300,0.044786600,0.049470500,,,3.120550000,3.106120000,3.106880000,3.105990000,3.106000000,3.106050000,,,4000000,effa332b52d9c62d71ef00fcc6de6f3ed9d8822421a99aa2d7271cc1b165e39a,1869467200516171144,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093,6,4000000,20,none,0,,6,0.411626367,2.443250000,2443250.000,2.208380000,0.053727800,0.056193800,0.055575900,0.045597400,0.050283300,,,2.443550000,2.443420000,2.443380000,2.443320000,2.443250000,2.443430000,,,4000000,048ecd8636a2ec0c7d4850ada98fe2b9ab777cd41f0b3e0eaca29bf579f5ed79,6757707095262870408,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093,6,4000000,25,none,0,,6,0.409980917,1.938310000,1938310.000,2.195880000,0.053682100,0.055974500,0.055301300,0.045120300,0.053927300,,,1.938440000,1.938320000,1.938310000,1.938900000,1.938420000,1.938380000,,,4000000,42b08400c34bb5b1426b4e1bc8e71664565d4cfa5a3f4bc0c636d1b46d316917,7040698101298422853,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105,7,4000000,0,none,0,,7,0.052179371,73.784400000,73784400.000,0.049001600,0.055330200,0.055288800,0.055136800,0.045441600,0.049534700,0.055521900,,91.353400000,77.537400000,73.784400000,84.361500000,99.820300000,89.293700000,83.815300000,,4000000,6a83b7d1b5d7dd39ada1ca6e5fef5e34f98876d25fc7b24d668192fb4dd27685,18282393915216984294,split,valid
10,Auction,rubis,WRDT,InfiniBand,293fd3d581527e0a95adf7ae535ffd82284f654d,2024524,ac029;ac046;ac057;ac067;ac088;ac090;ac093;ac105;ac108,ac029,ac046;ac057;ac067;ac088;ac090;ac093;ac105,7,4000000,15,none,0,,7,0.379029357,2.955620000,2955620.000,2.330450000,0.053778200,0.055619500,0.055615400,0.045271700,0.049892200,0.062578500,,2.955950000,2.955850000,2.955620000,2.957110000,2.955910000,2.956000000,2.955860000,,4000000,39bc0c4edfa6021d3c4f42955696a81285aa8917b219c338187f4b0732124aac,2424126338307017260,split,valid
